02:10:58.871 FINE | Run command: java -Xmx1024m -classpath ../logist/logist.jar logist.LogistPlatform -o tournament/tour/auction-auction-risky-auction-safe.xml -a tournament/tour/agents.xml ./config/auction.xml auction-risky auction-safe
02:11:08.014 CONFIG | (round 9) WINNER 0
02:11:09.701 CONFIG | Agent 0 bid 1187
02:11:09.702 CONFIG | (round 9) WINNER 0
02:11:11.552 CONFIG | Agent 1 bid 2637
02:11:11.553 CONFIG | (round 10) WINNER 0
02:11:13.022 CONFIG | Agent 0 bid 100
02:11:13.022 CONFIG | (round 10) WINNER 0
02:11:15.516 CONFIG | Agent 1 bid 2834
02:11:15.516 CONFIG | (round 11) WINNER 0
02:11:18.935 CONFIG | Agent 0 bid 100
02:11:18.935 CONFIG | (round 11) WINNER 0
02:11:22.286 CONFIG | Agent 1 bid 3874
02:11:22.287 CONFIG | (round 12) WINNER 0
02:11:26.604 CONFIG | Agent 0 bid 1362
02:11:26.604 CONFIG | (round 12) WINNER 0
02:11:29.665 CONFIG | Agent 1 bid 5010
02:11:29.665 CONFIG | (round 13) WINNER 0
02:11:35.076 CONFIG | Agent 0 bid 802
02:11:35.077 CONFIG | (round 13) WINNER 0
02:11:40.502 CONFIG | Agent 1 bid 7528
02:11:40.503 CONFIG | (round 14) WINNER 0
02:11:44.556 CONFIG | Agent 0 bid 292
02:11:44.558 CONFIG | (round 14) WINNER 0
02:11:49.415 CONFIG | Agent 1 bid 5071
02:11:49.417 CONFIG | (round 15) WINNER 0
02:11:56.704 CONFIG | [[Move (Leeds), Move (Sheffield), Move (Birmingham), Move (Cardiff), Pickup (Task 0), Move (Birmingham), Move (Sheffield), Deliver (Task 0), Move (Birmingham), Move (Cardiff), Pickup (Task 6), Pickup (Task 2), Pickup (Task 12), Move (Birmingham), Move (London), Deliver (Task 6), Pickup (Task 7), Move (Portsmouth), Pickup (Task 14), Pickup (Task 11), Pickup (Task 9), Move (Plymouth), Deliver (Task 9), Pickup (Task 8), Move (Portsmouth), Move (London), Move (Birmingham), Deliver (Task 8), Move (Manchester), Pickup (Task 1), Deliver (Task 7), Deliver (Task 12), Move (Liverpool), Deliver (Task 14), Pickup (Task 4), Move (Leeds), Move (Sheffield), Pickup (Task 3), Move (Birmingham), Move (London), Move (Portsmouth), Deliver (Task 3), Move (London), Move (Norwich), Deliver (Task 4), Deliver (Task 1), Pickup (Task 5), Move (London), Deliver (Task 5), Move (Birmingham), Move (Sheffield), Deliver (Task 11), Move (Leeds), Move (Newcastle), Pickup (Task 13), Move (Leeds), Move (Liverpool), Move (Manchester), Deliver (Task 2), Deliver (Task 13), Move (Birmingham), Pickup (Task 10), Move (Cardiff), Deliver (Task 10)], 3190.8, [], 0.0]
02:11:56.704 CONFIG | The plan was generated in 7.285 seconds.
02:11:56.707 CONFIG | (round 15) WINNER 0
02:11:56.708 CONFIG | [[], 0.0, [], 0.0]
02:11:56.708 CONFIG | The plan was generated in 0.0 seconds.
02:11:56.715 CONFIG | Wrote tournament/tour/auction-auction-risky-auction-safe.xml
02:11:56.741 INFO | LogistPlatform finished successfully!
02:11:56.772 FINE | Run command: java -Xmx1024m -classpath ../logist/logist.jar logist.LogistPlatform -o tournament/tour/auction-auction-risky-auction-catch.xml -a tournament/tour/agents.xml ./config/auction.xml auction-risky auction-catch
02:11:56.897 CONFIG | Reading ./config/auction.xml
02:11:57.024 CONFIG | Reading config/settings_auction.xml
02:11:57.066 CONFIG | Reading config/topology/england.xml
02:11:57.082 CONFIG | Reading tournament/tour/agents.xml
02:11:57.115 CONFIG | Reading config/settings_auction.xml
02:11:57.120 CONFIG | Algorithm used : AUCTION
02:11:57.121 CONFIG | Strategy used : RISKY
02:11:57.122 CONFIG | Using distribution : FALSE
02:11:57.127 CONFIG | Reading config/settings_auction.xml
02:11:57.131 CONFIG | Algorithm used : AUCTION
02:11:57.132 CONFIG | Strategy used : CATCHING_UP
02:11:57.132 CONFIG | Using distribution : FALSE
02:11:57.276 CONFIG | Agent 0 bid 1096
02:11:57.358 CONFIG | Agent 1 bid 2766
02:11:57.359 CONFIG | (round 1) WINNER 0
02:11:57.402 CONFIG | Agent 0 bid 1471
02:11:57.402 CONFIG | (round 1) WINNER 0
02:11:57.453 CONFIG | Agent 1 bid 3279
02:11:57.454 CONFIG | (round 2) WINNER 0
02:11:57.599 CONFIG | Agent 0 bid 736
02:11:57.600 CONFIG | (round 2) WINNER 0
02:11:57.817 CONFIG | Agent 1 bid 2790
02:11:57.818 CONFIG | (round 3) WINNER 0
02:11:57.986 CONFIG | Agent 0 bid 895
02:11:57.987 CONFIG | (round 3) WINNER 0
02:11:58.249 CONFIG | Agent 1 bid 3031
02:11:58.255 CONFIG | (round 4) WINNER 0
02:11:58.739 CONFIG | Agent 0 bid 174
02:11:58.739 CONFIG | (round 4) WINNER 0
02:11:59.309 CONFIG | Agent 1 bid 3626
02:11:59.310 CONFIG | (round 5) WINNER 0
02:11:59.939 CONFIG | Agent 0 bid 100
02:11:59.939 CONFIG | (round 5) WINNER 0
02:12:00.440 CONFIG | Agent 1 bid 2013
02:12:00.446 CONFIG | (round 6) WINNER 0
02:12:01.586 CONFIG | Agent 0 bid 335
02:12:01.586 CONFIG | (round 6) WINNER 0
02:12:02.686 CONFIG | Agent 1 bid 2905
02:12:02.687 CONFIG | (round 7) WINNER 0
02:12:03.971 CONFIG | Agent 0 bid 647
02:12:03.971 CONFIG | (round 7) WINNER 0
02:12:05.050 CONFIG | Agent 1 bid 1640
02:12:05.051 CONFIG | (round 8) WINNER 0
02:12:06.444 CONFIG | Agent 0 bid 700
02:12:06.445 CONFIG | (round 8) WINNER 0
02:12:07.772 CONFIG | Agent 1 bid 2663
02:12:07.773 CONFIG | (round 9) WINNER 0
02:12:09.502 CONFIG | Agent 0 bid 1229
02:12:09.502 CONFIG | (round 9) WINNER 0
02:12:11.424 CONFIG | Agent 1 bid 1700
02:12:11.425 CONFIG | (round 10) WINNER 0
02:12:12.950 CONFIG | Agent 0 bid 100
02:12:12.950 CONFIG | (round 10) WINNER 0
02:12:15.884 CONFIG | Agent 1 bid 1740
02:12:15.885 CONFIG | (round 11) WINNER 0
02:12:18.264 CONFIG | Agent 0 bid 100
02:12:18.265 CONFIG | (round 11) WINNER 0
02:12:22.104 CONFIG | Agent 1 bid 2265
02:12:22.104 CONFIG | (round 12) WINNER 0
02:12:24.776 CONFIG | Agent 0 bid 961
02:12:24.776 CONFIG | (round 12) WINNER 0
02:12:29.337 CONFIG | Agent 1 bid 3161
02:12:29.337 CONFIG | (round 13) WINNER 0
02:12:32.346 CONFIG | Agent 0 bid 1065
02:12:32.346 CONFIG | (round 13) WINNER 0
02:12:37.956 CONFIG | Agent 1 bid 3344
02:12:37.957 CONFIG | (round 14) WINNER 0
02:12:42.323 CONFIG | Agent 0 bid 782
02:12:42.324 CONFIG | (round 14) WINNER 0
02:12:49.124 CONFIG | Agent 1 bid 2462
02:12:49.124 CONFIG | (round 15) WINNER 0
02:12:53.321 CONFIG | [[Move (Leeds), Move (Sheffield), Move (Birmingham), Move (London), Move (Portsmouth), Pickup (Task 11), Move (London), Move (Birmingham), Move (Sheffield), Deliver (Task 11), Move (Leeds), Move (Liverpool), Pickup (Task 4), Move (Manchester), Pickup (Task 1), Move (Birmingham), Move (Cardiff), Pickup (Task 12), Pickup (Task 2), Pickup (Task 6), Move (Birmingham), Move (London), Move (Norwich), Deliver (Task 4), Deliver (Task 1), Move (London), Pickup (Task 7), Deliver (Task 6), Move (Portsmouth), Pickup (Task 14), Move (Plymouth), Pickup (Task 8), Move (Portsmouth), Move (London), Move (Birmingham), Deliver (Task 8), Move (Manchester), Deliver (Task 12), Deliver (Task 7), Move (Liverpool), Deliver (Task 14), Move (Leeds), Move (Newcastle), Pickup (Task 13), Move (Leeds), Move (Liverpool), Move (Manchester), Deliver (Task 2), Deliver (Task 13), Move (Birmingham), Pickup (Task 10), Move (Cardiff), Deliver (Task 10), Pickup (Task 0), Move (Birmingham), Move (Sheffield), Deliver (Task 0), Pickup (Task 3), Move (Birmingham), Move (London), Move (Portsmouth), Deliver (Task 3), Pickup (Task 9), Move (Plymouth), Deliver (Task 9)], 3509.2, [Move (Norwich), Pickup (Task 5), Move (London), Deliver (Task 5)], 230.0]
02:12:53.322 CONFIG | The plan was generated in 4.197 seconds.
02:12:53.325 CONFIG | (round 15) WINNER 0
02:12:53.325 CONFIG | [[], 0.0, [], 0.0]
02:12:53.325 CONFIG | The plan was generated in 0.0 seconds.
02:12:53.333 CONFIG | Wrote tournament/tour/auction-auction-risky-auction-catch.xml
02:12:53.367 INFO | LogistPlatform finished successfully!
02:12:53.368 FINE | Run command: java -Xmx1024m -classpath ../logist/logist.jar logist.LogistPlatform -o tournament/tour/auction-auction-risky-auction-var.xml -a tournament/tour/agents.xml ./config/auction.xml auction-risky auction-var
02:12:53.485 CONFIG | Reading ./config/auction.xml
02:12:53.609 CONFIG | Reading config/settings_auction.xml
02:12:53.638 CONFIG | Reading config/topology/england.xml
02:12:53.654 CONFIG | Reading tournament/tour/agents.xml
02:12:53.685 CONFIG | Reading config/settings_auction.xml
02:12:53.691 CONFIG | Algorithm used : AUCTION
02:12:53.692 CONFIG | Strategy used : RISKY
02:12:53.692 CONFIG | Using distribution : FALSE
02:12:53.697 CONFIG | Reading config/settings_auction.xml
02:12:53.700 CONFIG | Algorithm used : AUCTION
02:12:53.701 CONFIG | Strategy used : VARIABLE
02:12:53.701 CONFIG | Using distribution : FALSE
02:12:53.851 CONFIG | Agent 0 bid 1376
02:12:53.931 CONFIG | Agent 1 bid 1383
02:12:53.932 CONFIG | (round 1) WINNER 0
02:12:53.970 CONFIG | Agent 0 bid 1054
02:12:53.970 CONFIG | (round 1) WINNER 0
02:12:54.044 CONFIG | Agent 1 bid 1558
02:12:54.045 CONFIG | (round 2) WINNER 0
02:12:54.211 CONFIG | Agent 0 bid 804
02:12:54.211 CONFIG | (round 2) WINNER 0
02:12:54.420 CONFIG | Agent 1 bid 1259
02:12:54.421 CONFIG | (round 3) WINNER 0
02:12:54.588 CONFIG | Agent 0 bid 777
02:12:54.589 CONFIG | (round 3) WINNER 0
02:12:54.814 CONFIG | Agent 1 bid 1299
02:12:54.815 CONFIG | (round 4) WINNER 0
02:12:55.215 CONFIG | Agent 0 bid 211
02:12:55.216 CONFIG | (round 4) WINNER 0
02:12:55.856 CONFIG | Agent 1 bid 1741
02:12:55.857 CONFIG | (round 5) WINNER 0
02:12:56.413 CONFIG | Agent 0 bid 149
02:12:56.414 CONFIG | (round 5) WINNER 0
02:12:57.215 CONFIG | Agent 1 bid 2374
02:12:57.216 CONFIG | (round 6) WINNER 0
02:12:57.922 CONFIG | Agent 0 bid 1717
02:12:57.923 CONFIG | (round 6) WINNER 0
02:12:58.883 CONFIG | Agent 1 bid 3554
02:12:58.884 CONFIG | (round 7) WINNER 0
02:13:00.118 CONFIG | Agent 0 bid 100
02:13:00.118 CONFIG | (round 7) WINNER 0
02:13:01.209 CONFIG | Agent 1 bid 2289
02:13:01.209 CONFIG | (round 8) WINNER 0
02:13:02.449 CONFIG | Agent 0 bid 1332
02:13:02.449 CONFIG | (round 8) WINNER 0
02:13:03.797 CONFIG | Agent 1 bid 3613
02:13:03.797 CONFIG | (round 9) WINNER 0
02:13:05.037 CONFIG | Agent 0 bid 123
02:13:05.037 CONFIG | (round 9) WINNER 0
02:13:06.881 CONFIG | Agent 1 bid 1700
02:13:06.881 CONFIG | (round 10) WINNER 0
02:13:08.363 CONFIG | Agent 0 bid 100
02:13:08.363 CONFIG | (round 10) WINNER 0
02:13:10.822 CONFIG | Agent 1 bid 2389
02:13:10.822 CONFIG | (round 11) WINNER 0
02:13:12.996 CONFIG | Agent 0 bid 289
02:13:12.996 CONFIG | (round 11) WINNER 0
02:13:16.807 CONFIG | Agent 1 bid 2364
02:13:16.808 CONFIG | (round 12) WINNER 0
02:13:19.713 CONFIG | Agent 0 bid 100
02:13:19.714 CONFIG | (round 12) WINNER 0
02:13:22.639 CONFIG | Agent 1 bid 3439
02:13:22.639 CONFIG | (round 13) WINNER 0
02:13:26.432 CONFIG | Agent 0 bid 2263
02:13:26.432 CONFIG | (round 13) WINNER 0
02:13:35.676 CONFIG | Agent 1 bid 3344
02:13:35.677 CONFIG | (round 14) WINNER 0
02:13:44.724 CONFIG | Agent 0 bid 1110
02:13:44.725 CONFIG | (round 14) WINNER 0
02:13:54.957 CONFIG | Agent 1 bid 5490
02:13:54.959 CONFIG | (round 15) WINNER 0
02:14:03.594 CONFIG | [[Move (Leeds), Move (Sheffield), Move (Birmingham), Move (Cardiff), Pickup (Task 0), Move (Birmingham), Move (Sheffield), Deliver (Task 0), Pickup (Task 3), Move (Birmingham), Move (Cardiff), Pickup (Task 6), Pickup (Task 12), Move (Birmingham), Move (London), Move (Portsmouth), Deliver (Task 3), Pickup (Task 9), Move (Plymouth), Pickup (Task 8), Deliver (Task 9), Move (Portsmouth), Pickup (Task 14), Move (London), Move (Birmingham), Deliver (Task 8), Move (Manchester), Pickup (Task 1), Move (Liverpool), Deliver (Task 14), Pickup (Task 4), Move (Manchester), Move (Birmingham), Move (London), Move (Norwich), Deliver (Task 1), Deliver (Task 4), Pickup (Task 5), Move (London), Deliver (Task 5), Pickup (Task 7), Deliver (Task 6), Move (Portsmouth), Pickup (Task 11), Move (London), Move (Birmingham), Move (Sheffield), Deliver (Task 11), Move (Leeds), Move (Newcastle), Pickup (Task 13), Move (Leeds), Move (Liverpool), Move (Manchester), Deliver (Task 7), Deliver (Task 12), Deliver (Task 13), Move (Birmingham), Pickup (Task 10), Move (Cardiff), Deliver (Task 10), Pickup (Task 2), Move (Birmingham), Move (Manchester), Deliver (Task 2)], 3326.3, [], 0.0]
02:14:03.595 CONFIG | The plan was generated in 8.634 seconds.
02:14:03.599 CONFIG | (round 15) WINNER 0
02:14:03.599 CONFIG | [[], 0.0, [], 0.0]
02:14:03.599 CONFIG | The plan was generated in 0.001 seconds.
02:14:03.604 CONFIG | Wrote tournament/tour/auction-auction-risky-auction-var.xml
02:14:03.630 INFO | LogistPlatform finished successfully!
02:14:03.631 FINE | Run command: java -Xmx1024m -classpath ../logist/logist.jar logist.LogistPlatform -o tournament/tour/auction-auction-risky-auction-var-smart.xml -a tournament/tour/agents.xml ./config/auction.xml auction-risky auction-var-smart
02:14:03.741 CONFIG | Reading ./config/auction.xml
02:14:03.862 CONFIG | Reading config/settings_auction.xml
02:14:03.891 CONFIG | Reading config/topology/england.xml
02:14:03.907 CONFIG | Reading tournament/tour/agents.xml
02:14:03.941 CONFIG | Reading config/settings_auction.xml
02:14:03.945 CONFIG | Algorithm used : AUCTION
02:14:03.946 CONFIG | Strategy used : RISKY
02:14:03.947 CONFIG | Using distribution : FALSE
02:14:03.953 CONFIG | Reading config/settings_auction.xml
02:14:03.956 CONFIG | Algorithm used : AUCTION
02:14:03.957 CONFIG | Strategy used : VARIABLE_SMART
02:14:03.957 CONFIG | Using distribution : FALSE
02:14:04.114 CONFIG | Agent 0 bid 1096
02:14:04.196 CONFIG | Agent 1 bid 1383
02:14:04.197 CONFIG | (round 1) WINNER 0
02:14:04.233 CONFIG | Agent 0 bid 1334
02:14:04.235 CONFIG | (round 1) WINNER 0
02:14:04.297 CONFIG | Agent 1 bid 1866
02:14:04.299 CONFIG | (round 2) WINNER 0
02:14:04.454 CONFIG | Agent 0 bid 1038
02:14:04.454 CONFIG | (round 2) WINNER 0
02:14:04.665 CONFIG | Agent 1 bid 1259
02:14:04.676 CONFIG | (round 3) WINNER 0
02:14:04.825 CONFIG | Agent 0 bid 730
02:14:04.825 CONFIG | (round 3) WINNER 0
02:14:05.061 CONFIG | Agent 1 bid 1299
02:14:05.062 CONFIG | (round 4) WINNER 0
02:14:05.619 CONFIG | Agent 0 bid 100
02:14:05.620 CONFIG | (round 4) WINNER 0
02:14:06.014 CONFIG | Agent 1 bid 1477
02:14:06.017 CONFIG | (round 5) WINNER 0
02:14:06.905 CONFIG | Agent 0 bid 668
02:14:06.906 CONFIG | (round 5) WINNER 0
02:14:07.549 CONFIG | Agent 1 bid 918
02:14:07.550 CONFIG | (round 6) WINNER 0
02:14:08.451 CONFIG | Agent 0 bid 590
02:14:08.451 CONFIG | (round 6) WINNER 0
02:14:09.271 CONFIG | Agent 1 bid 1068
02:14:09.272 CONFIG | (round 7) WINNER 0
02:14:10.272 CONFIG | Agent 0 bid 100
02:14:10.272 CONFIG | (round 7) WINNER 0
02:14:11.226 CONFIG | Agent 1 bid 572
02:14:11.228 CONFIG | (round 8) WINNER 0
02:14:12.161 CONFIG | Agent 0 bid 1290
02:14:12.162 CONFIG | (round 8) WINNER 0
02:14:13.969 CONFIG | Agent 1 bid 1198
02:14:13.969 CONFIG | (round 9) WINNER 1
02:14:15.672 CONFIG | Agent 0 bid 427
02:14:15.672 CONFIG | (round 9) WINNER 1
02:14:17.560 CONFIG | Agent 1 bid 100
02:14:17.561 CONFIG | (round 10) WINNER 1
02:14:19.115 CONFIG | Agent 0 bid 818
02:14:19.116 CONFIG | (round 10) WINNER 1
02:14:20.688 CONFIG | Agent 1 bid 1854
02:14:20.691 CONFIG | (round 11) WINNER 0
02:14:22.920 CONFIG | Agent 0 bid 239
02:14:22.921 CONFIG | (round 11) WINNER 0
02:14:25.104 CONFIG | Agent 1 bid 2364
02:14:25.105 CONFIG | (round 12) WINNER 0
02:14:28.699 CONFIG | Agent 0 bid 530
02:14:28.701 CONFIG | (round 12) WINNER 0
02:14:31.875 CONFIG | Agent 1 bid 2904
02:14:31.875 CONFIG | (round 13) WINNER 0
02:14:33.984 CONFIG | Agent 0 bid 359
02:14:33.985 CONFIG | (round 13) WINNER 0
02:14:37.609 CONFIG | Agent 1 bid 3978
02:14:37.609 CONFIG | (round 14) WINNER 0
02:14:42.354 CONFIG | Agent 0 bid 100
02:14:42.354 CONFIG | (round 14) WINNER 0
02:14:46.469 CONFIG | Agent 1 bid 2561
02:14:46.470 CONFIG | (round 15) WINNER 0
02:14:50.865 CONFIG | [[Move (Leeds), Move (Sheffield), Move (Birmingham), Move (Cardiff), Pickup (Task 0), Move (Birmingham), Move (Sheffield), Deliver (Task 0), Move (Birmingham), Move (Cardiff), Pickup (Task 6), Pickup (Task 2), Move (Birmingham), Move (Manchester), Deliver (Task 2), Move (Liverpool), Pickup (Task 4), Move (Manchester), Move (Birmingham), Move (London), Deliver (Task 6), Move (Portsmouth), Pickup (Task 14), Move (London), Pickup (Task 7), Move (Birmingham), Pickup (Task 10), Move (Cardiff), Deliver (Task 10), Pickup (Task 12), Move (Birmingham), Move (Manchester), Deliver (Task 12), Deliver (Task 7), Pickup (Task 1), Move (Birmingham), Move (London), Move (Norwich), Deliver (Task 4), Deliver (Task 1), Pickup (Task 5), Move (London), Deliver (Task 5), Move (Portsmouth), Pickup (Task 11), Move (London), Move (Birmingham), Move (Sheffield), Deliver (Task 11), Move (Leeds), Move (Newcastle), Pickup (Task 13), Move (Leeds), Move (Liverpool), Move (Manchester), Deliver (Task 13), Move (Liverpool), Deliver (Task 14), Move (Leeds), Move (Sheffield), Pickup (Task 3), Move (Birmingham), Move (London), Move (Portsmouth), Deliver (Task 3)], 3417.8, [], 0.0]
02:14:50.865 CONFIG | The plan was generated in 4.394 seconds.
02:14:50.870 CONFIG | (round 15) WINNER 0
02:14:50.877 CONFIG | [[Move (Portsmouth), Pickup (Task 9), Move (Plymouth), Deliver (Task 9), Pickup (Task 8), Move (Portsmouth), Move (London), Move (Birmingham), Deliver (Task 8)], 702.8, [], 0.0]
02:14:50.877 CONFIG | The plan was generated in 0.008 seconds.
02:14:50.884 CONFIG | Wrote tournament/tour/auction-auction-risky-auction-var-smart.xml
02:14:50.902 INFO | LogistPlatform finished successfully!
02:14:50.903 FINE | Run command: java -Xmx1024m -classpath ../logist/logist.jar logist.LogistPlatform -o tournament/tour/auction-auction-risky-auction-var-smart_dis.xml -a tournament/tour/agents.xml ./config/auction.xml auction-risky auction-var-smart_dis
02:14:51.003 CONFIG | Reading ./config/auction.xml
02:14:51.127 CONFIG | Reading config/settings_auction.xml
02:14:51.157 CONFIG | Reading config/topology/england.xml
02:14:51.174 CONFIG | Reading tournament/tour/agents.xml
02:14:51.205 CONFIG | Reading config/settings_auction.xml
02:14:51.209 CONFIG | Algorithm used : AUCTION
02:14:51.210 CONFIG | Strategy used : RISKY
02:14:51.210 CONFIG | Using distribution : FALSE
02:14:51.215 CONFIG | Reading config/settings_auction.xml
02:14:51.219 CONFIG | Algorithm used : AUCTION
02:14:51.220 CONFIG | Strategy used : VARIABLE_SMART
02:14:51.220 CONFIG | Using distribution : TRUE
02:14:51.352 CONFIG | Agent 0 bid 1096
02:14:51.420 CONFIG | Agent 1 bid 1708
02:14:51.420 CONFIG | (round 1) WINNER 0
02:14:51.461 CONFIG | Agent 0 bid 1334
02:14:51.461 CONFIG | (round 1) WINNER 0
02:14:51.528 CONFIG | Agent 1 bid 1558
02:14:51.529 CONFIG | (round 2) WINNER 0
02:14:51.693 CONFIG | Agent 0 bid 1038
02:14:51.693 CONFIG | (round 2) WINNER 0
02:14:51.913 CONFIG | Agent 1 bid 1259
02:14:51.914 CONFIG | (round 3) WINNER 0
02:14:52.099 CONFIG | Agent 0 bid 543
02:14:52.099 CONFIG | (round 3) WINNER 0
02:14:52.346 CONFIG | Agent 1 bid 1578
02:14:52.346 CONFIG | (round 4) WINNER 0
02:14:52.821 CONFIG | Agent 0 bid 361
02:14:52.825 CONFIG | (round 4) WINNER 0
02:14:53.958 CONFIG | Agent 1 bid 1477
02:14:53.959 CONFIG | (round 5) WINNER 0
02:14:54.556 CONFIG | Agent 0 bid 100
02:14:54.557 CONFIG | (round 5) WINNER 0
02:14:55.384 CONFIG | Agent 1 bid 918
02:14:55.385 CONFIG | (round 6) WINNER 0
02:14:56.230 CONFIG | Agent 0 bid 139
02:14:56.230 CONFIG | (round 6) WINNER 0
02:14:57.259 CONFIG | Agent 1 bid 1306
02:14:57.260 CONFIG | (round 7) WINNER 0
02:14:59.047 CONFIG | Agent 0 bid 912
02:14:59.048 CONFIG | (round 7) WINNER 0
02:15:00.202 CONFIG | Agent 1 bid 572
02:15:00.204 CONFIG | (round 8) WINNER 1
02:15:01.191 CONFIG | Agent 0 bid 1446
02:15:01.192 CONFIG | (round 8) WINNER 1
02:15:02.994 CONFIG | Agent 1 bid 3809
02:15:02.994 CONFIG | (round 9) WINNER 0
02:15:04.059 CONFIG | Agent 0 bid 100
02:15:04.059 CONFIG | (round 9) WINNER 0
02:15:05.791 CONFIG | Agent 1 bid 3239
02:15:05.792 CONFIG | (round 10) WINNER 0
02:15:06.972 CONFIG | Agent 0 bid 953
02:15:06.972 CONFIG | (round 10) WINNER 0
02:15:09.013 CONFIG | Agent 1 bid 1966
02:15:09.014 CONFIG | (round 11) WINNER 0
02:15:11.472 CONFIG | Agent 0 bid 664
02:15:11.473 CONFIG | (round 11) WINNER 0
02:15:14.071 CONFIG | Agent 1 bid 4257
02:15:14.072 CONFIG | (round 12) WINNER 0
02:15:16.487 CONFIG | Agent 0 bid 1198
02:15:16.487 CONFIG | (round 12) WINNER 0
02:15:20.772 CONFIG | Agent 1 bid 4388
02:15:20.772 CONFIG | (round 13) WINNER 0
02:15:23.774 CONFIG | Agent 0 bid 100
02:15:23.775 CONFIG | (round 13) WINNER 0
02:15:28.873 CONFIG | Agent 1 bid 5179
02:15:28.874 CONFIG | (round 14) WINNER 0
02:15:34.708 CONFIG | Agent 0 bid 831
02:15:34.709 CONFIG | (round 14) WINNER 0
02:15:40.845 CONFIG | Agent 1 bid 5206
02:15:40.847 CONFIG | (round 15) WINNER 0
02:15:45.421 CONFIG | [[Move (Leeds), Move (Sheffield), Move (Birmingham), Move (London), Move (Portsmouth), Pickup (Task 14), Move (London), Move (Birmingham), Move (Cardiff), Pickup (Task 2), Pickup (Task 12), Pickup (Task 6), Move (Birmingham), Move (Manchester), Deliver (Task 2), Move (Liverpool), Deliver (Task 14), Pickup (Task 4), Move (Manchester), Move (Birmingham), Move (London), Move (Norwich), Deliver (Task 4), Move (London), Deliver (Task 6), Move (Birmingham), Move (Sheffield), Pickup (Task 3), Move (Birmingham), Move (London), Move (Portsmouth), Deliver (Task 3), Pickup (Task 11), Pickup (Task 9), Move (Plymouth), Deliver (Task 9), Pickup (Task 8), Move (Portsmouth), Move (London), Move (Birmingham), Deliver (Task 8), Pickup (Task 10), Move (Cardiff), Deliver (Task 10), Pickup (Task 0), Move (Birmingham), Move (Sheffield), Deliver (Task 0), Deliver (Task 11), Move (Leeds), Move (Newcastle), Pickup (Task 13), Move (Leeds), Move (Liverpool), Move (Manchester), Deliver (Task 12), Deliver (Task 13), Pickup (Task 1), Move (Birmingham), Move (London), Move (Norwich), Deliver (Task 1)], 3470.4, [Move (Norwich), Pickup (Task 5), Move (London), Deliver (Task 5)], 230.0]
02:15:45.421 CONFIG | The plan was generated in 4.574 seconds.
02:15:45.425 CONFIG | (round 15) WINNER 0
02:15:45.431 CONFIG | [[], 0.0, [Move (London), Pickup (Task 7), Move (Birmingham), Move (Manchester), Deliver (Task 7)], 327.9]
